Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
u-100-insulin-syringes,,,,,,,Gauge and length,31G × 6mm,Pack,Box of 200,GPS-SYR-U-100-INSULIN-SYRINGES-0402,0,shopify,0,deny,manual,89.90,TRUE,TRUE,,,,,,
u-100-insulin-syringes,,,,,,,Gauge and length,31G × 6mm,Pack,Carton of 500,GPS-SYR-U-100-INSULIN-SYRINGES-0403,0,shopify,0,deny,manual,204.50,TRUE,TRUE,,,,,,
luer-lock-syringes,Luer-lock syringes,"<p>A screw fitting that cannot separate under pressure, which matters the moment you push anything viscous. Three part construction for a smooth plunger.</p><h2>What the lock is for</h2><p>A luer-lock tip has a thread, so the needle screws on and stays on. A luer-slip pushes on by friction. The difference only matters under pressure, and under pressure it matters a great deal: a slip fitting can separate while you are pushing, which is exactly when you do not want it to.</p><p>Three part means there is a rubber tip on the plunger, which is what makes the action smooth and the seal reliable. Two part syringes are cheaper and stickier.</p><h2>Choosing a volume</h2><p>Pick the smallest barrel your dose fits in. A dose measured near the bottom of a 10mL barrel is far harder to read accurately than the same dose most of the way up a 1mL, because the graduations are further apart on the smaller barrel.</p><p>For anything you are drawing from a vial, use a drawing-up needle to fill and swap to the injecting needle before you inject.</p><h2>Specifications</h2><table><tr><th>Construction</th><td>Three part, siliconised</td></tr><tr><th>Fitting</th><td>Luer-lock</td></tr><tr><th>Sterilisation</th><td>Ethylene oxide</td></tr><tr><th>Single use</th><td>Yes</td></tr></table>",Good Practice Supply,Syringes & needles,"syringes-needles,luer,syringe,launch-range",FALSE,Volume,1mL,Pack,Box of 100,GPS-SYR-LUER-LOCK-SYRINGES-0101,0,shopify,0,deny,manual,32.40,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_c87ec5d7-96f6-4729-b6ef-fc062184ab3f.png,1,Luer-lock syringes,"Luer-lock syringes, 1mL and 3mL, box of 100","Three part luer-lock syringes in 1mL, 3mL, 5mL and 10mL, sterile single use, box of 100. Priced on the page, no account needed.",draft
luer-lock-syringes,,,,,,,Volume,1mL,Pack,Box of 200,GPS-SYR-LUER-LOCK-SYRINGES-0102,0,shopify,0,deny,manual,61.00,TRUE,TRUE,,,,,,
luer-lock-syringes,,,,,,,Volume,3mL,Pack,Box of 100,GPS-SYR-LUER-LOCK-SYRINGES-0201,0,shopify,0,deny,manual,32.40,TRUE,TRUE,,,,,,
luer-lock-syringes,,,,,,,Volume,3mL,Pack,Box of 200,GPS-SYR-LUER-LOCK-SYRINGES-0202,0,shopify,0,deny,manual,61.00,TRUE,TRUE,,,,,,
luer-lock-syringes,,,,,,,Volume,5mL,Pack,Box of 100,GPS-SYR-LUER-LOCK-SYRINGES-0301,0,shopify,0,deny,manual,32.40,TRUE,TRUE,,,,,,
luer-lock-syringes,,,,,,,Volume,5mL,Pack,Box of 200,GPS-SYR-LUER-LOCK-SYRINGES-0302,0,shopify,0,deny,manual,61.00,TRUE,TRUE,,,,,,
hypodermic-needles,Hypodermic needles,"<p>Separate needles for drawing and injecting, colour coded to the ISO standard so the gauge is readable across a bench at a glance.</p><h2>Reading a needle</h2><p>Two numbers describe a needle and they do different jobs. Gauge is the outer diameter and the scale runs backwards, so 25G is finer than 23G. Length decides the layer you land in: under the skin, or through it into muscle.</p><p>The hub colour follows ISO 6009, so 23G is blue and 25G is orange across every manufacturer that follows it. Manufacturers occasionally differ, so read the carton rather than trusting the colour alone. Our needle gauge chart lists every gauge with its outer diameter in millimetres.</p><h2>Intramuscular and subcutaneous</h2><p>An intramuscular injection has to clear skin and fat to reach muscle, which is why 23G to 25G at one inch to one and a half is the usual range. Too short and it goes into fat instead of muscle; the right length depends on the site and on the person.</p><p>Anything under the skin wants shorter and finer. If you are drawing from a vial and injecting with the same needle you are blunting it on the stopper, so draw up with an 18G and swap.</p><h2>Specifications</h2><table><tr><th>Hub</th><td>ISO 6009 colour coded</td></tr><tr><th>Bevel</th><td>Triple ground</td></tr><tr><th>Range</th><td>18G to 25G</td></tr><tr><th>Sterilisation</th><td>Ethylene oxide</td></tr></table>",Good Practice Supply,Syringes & needles,"syringes-needles,needles,needle,launch-range",FALSE,Gauge and length,23G × 1in,Pack,Box of 100,GPS-SYR-HYPODERMIC-NEEDLES-0101,0,shopify,0,deny,manual,12.90,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_023904_70721a4d-07ea-42bc-b730-aba9835e34b7.png,1,Hypodermic needles,"Hypodermic needles, 18G to 25G, ISO colour coded","Sterile hypodermic needles in the gauges people actually use, 18G to 25G, ISO colour coded hubs, 1 to 1.5 inch. Box of 100, priced on the page.",draft
hypodermic-needles,,,,,,,Gauge and length,23G × 1in,Pack,Box of 500,GPS-SYR-HYPODERMIC-NEEDLES-0102,0,shopify,0,deny,manual,54.50,TRUE,TRUE,,,,,,
hypodermic-needles,,,,,,,Gauge and length,23G × 1.5in,Pack,Box of 100,GPS-SYR-HYPODERMIC-NEEDLES-0201,0,shopify,0,deny,manual,12.90,TRUE,TRUE,,,,,,
hypodermic-needles,,,,,,,Gauge and length,23G × 1.5in,Pack,Box of 500,GPS-SYR-HYPODERMIC-NEEDLES-0202,0,shopify,0,deny,manual,54.50,TRUE,TRUE,,,,,,
hypodermic-needles,,,,,,,Gauge and length,25G × 1in,Pack,Box of 100,GPS-SYR-HYPODERMIC-NEEDLES-0301,0,shopify,0,deny,manual,12.90,TRUE,TRUE,,,,,,
hypodermic-needles,,,,,,,Gauge and length,25G × 1in,Pack,Box of 500,GPS-SYR-HYPODERMIC-NEEDLES-0302,0,shopify,0,deny,manual,54.50,TRUE,TRUE,,,,,,
hypodermic-needles,,,,,,,Gauge and length,27G × 1/2in,Pack,Box of 100,GPS-SYR-HYPODERMIC-NEEDLES-0401,0,shopify,0,deny,manual,12.90,TRUE,TRUE,,,,,,
hypodermic-needles,,,,,,,Gauge and length,27G × 1/2in,Pack,Box of 500,GPS-SYR-HYPODERMIC-NEEDLES-0402,0,shopify,0,deny,manual,54.50,TRUE,TRUE,,,,,,
drawing-up-needles,Drawing-up needles,"<p>Blunt, so it cannot be injected with by accident, and wide enough to pull a thick oil out of a vial in seconds rather than a minute.</p><h2>Why a separate needle to draw up</h2><p>Pushing a needle through a rubber stopper blunts it and can core a plug of rubber out of the stopper. Doing that with the needle you are about to inject with is the single most avoidable cause of an injection hurting more than it needs to.</p><p>An 18G draws fast, which matters when you are pulling a viscous diluent or a full millilitre. You swap it for the injecting needle before the needle goes anywhere near skin.</p><h2>Blunt fill or sharp fill</h2><p>A blunt fill needle will not pierce an unvented stopper, so it is for vials with a pierceable septum designed for it, and for drawing from an ampoule. A sharp fill will go through a standard rubber stopper.</p><p>If you are entering the same vial repeatedly, a vial access device is a better answer than either, because it seats once and gives you a luer port to attach to.</p><h2>Specifications</h2><table><tr><th>Gauge</th><td>18G</td></tr><tr><th>Tip</th><td>Blunt fill or sharp fill</td></tr><tr><th>Use</th><td>Drawing and reconstitution only</td></tr><tr><th>Sterilisation</th><td>Ethylene oxide</td></tr></table>",Good Practice Supply,Syringes & needles,"syringes-needles,needles,needle,launch-range",FALSE,Tip,18G blunt fill,Pack,Box of 100,GPS-SYR-DRAWING-UP-NEEDLES-0101,0,shopify,0,deny,manual,14.20,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_023904_70721a4d-07ea-42bc-b730-aba9835e34b7.png,1,Drawing-up needles,"Drawing-up needles, 18G, box of 100","Sterile 18G drawing-up and reconstitution needles, blunt or sharp fill, box of 100. Priced on the page, no account needed, dispatched from Sydney.",draft
drawing-up-needles,,,,,,,Tip,18G blunt fill,Pack,Box of 500,GPS-SYR-DRAWING-UP-NEEDLES-0102,0,shopify,0,deny,manual,62.00,TRUE,TRUE,,,,,,
drawing-up-needles,,,,,,,Tip,21G sharp fill,Pack,Box of 100,GPS-SYR-DRAWING-UP-NEEDLES-0201,0,shopify,0,deny,manual,14.20,TRUE,TRUE,,,,,,
drawing-up-needles,,,,,,,Tip,21G sharp fill,Pack,Box of 500,GPS-SYR-DRAWING-UP-NEEDLES-0202,0,shopify,0,deny,manual,62.00,TRUE,TRUE,,,,,,
vial-access-devices,Vial access devices,"<p>Seats once in the stopper and gives you a clean luer port to work through, so you stop pushing a needle through the same spot and coring rubber into the vial.</p><h2>What an adapter replaces</h2><p>A vial access device seats on the neck of the vial once, pierces the stopper once, and leaves you a luer-lock port to attach a syringe to. Every entry after that is needle free.</p><p>That removes the two problems with entering a stopper repeatedly: the needle blunts, and each pass can core a small plug of rubber into the vial. It also removes a sharp from the part of the process where you are least likely to be paying attention to it.</p><h2>Getting the neck size right</h2><p>Measure the neck, not the vial. 13mm and 20mm are the two common sizes and an adapter for one will not seat on the other. The number is usually on the carton the vial came in.</p><p>Most have a vent with a filter, so pressure equalises as you draw rather than fighting you.</p><h2>Specifications</h2><table><tr><th>Neck sizes</th><td>13mm and 20mm</td></tr><tr><th>Filter</th><td>0.2 micron vented</td></tr><tr><th>Port</th><td>Luer-lock, needle free</td></tr><tr><th>Sterility</th><td>Sterile, single use</td></tr></table>",Good Practice Supply,Syringes & needles,"syringes-needles,access,prep,launch-range",FALSE,Neck size,20mm,Pack,Box of 50,GPS-SYR-VIAL-ACCESS-DEVICES-0101,0,shopify,0,deny,manual,26.50,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_90258385-316a-41e3-ad9d-cb1d75f7eda4.png,1,Vial access devices,"Vial access devices, needle-free, 13mm and 20mm","Needle-free vial adapters with a luer-lock port, for 13mm and 20mm vial necks. Sterile, single use, priced on the page, no account needed.",draft
vial-access-devices,,,,,,,Neck size,20mm,Pack,Box of 100,GPS-SYR-VIAL-ACCESS-DEVICES-0102,0,shopify,0,deny,manual,49.00,TRUE,TRUE,,,,,,
vial-access-devices,,,,,,,Neck size,13mm,Pack,Box of 50,GPS-SYR-VIAL-ACCESS-DEVICES-0201,0,shopify,0,deny,manual,26.50,TRUE,TRUE,,,,,,
vial-access-devices,,,,,,,Neck size,13mm,Pack,Box of 100,GPS-SYR-VIAL-ACCESS-DEVICES-0202,0,shopify,0,deny,manual,49.00,TRUE,TRUE,,,,,,
pen-needles,Pen needles,"<p>The shortest and finest on the Australian market. A 4mm needle very rarely reaches muscle whatever your build, which is why guidance has moved to it.</p><h2>About pen needles</h2><p>The shortest and finest on the Australian market. A 4mm needle very rarely reaches muscle whatever your build, which is why guidance has moved to it.</p><h2>Choosing between the options</h2><p>There are 3 to choose from: 32G × 4mm, 31G × 5mm and 31G × 8mm.</p><p>32G × 4mm: shortest.</p><p>31G × 5mm: slightly longer.</p><p>31G × 8mm: if advised.</p><h2>Pack sizes</h2><p>Available as box of 100 and box of 200. The larger packs work out cheaper per unit, and the price for every one of them is on this page rather than behind a login.</p><h2>Specifications</h2><table><tr><th>Thread</th><td>Universal</td></tr><tr><th>Use</th><td>Single use</td></tr></table>",Good Practice Supply,Syringes & needles,"syringes-needles,needles,needle,launch-range",FALSE,Gauge and length,32G × 4mm,Pack,Box of 100,GPS-SYR-PEN-NEEDLES-0101,0,shopify,0,deny,manual,18.90,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_023904_70721a4d-07ea-42bc-b730-aba9835e34b7.png,1,Pen needles,"Pen needles, fits every standard injector pen","Pen needles: Fits every standard injector pen. Available as box of 100 and box of 200. Priced on the page, no account needed, dispatched from Sydney.",draft
pen-needles,,,,,,,Gauge and length,32G × 4mm,Pack,Box of 200,GPS-SYR-PEN-NEEDLES-0102,0,shopify,0,deny,manual,34.90,TRUE,TRUE,,,,,,
pen-needles,,,,,,,Gauge and length,31G × 5mm,Pack,Box of 100,GPS-SYR-PEN-NEEDLES-0201,0,shopify,0,deny,manual,18.90,TRUE,TRUE,,,,,,
pen-needles,,,,,,,Gauge and length,31G × 5mm,Pack,Box of 200,GPS-SYR-PEN-NEEDLES-0202,0,shopify,0,deny,manual,34.90,TRUE,TRUE,,,,,,
pen-needles,,,,,,,Gauge and length,31G × 8mm,Pack,Box of 100,GPS-SYR-PEN-NEEDLES-0301,0,shopify,0,deny,manual,18.90,TRUE,TRUE,,,,,,
pen-needles,,,,,,,Gauge and length,31G × 8mm,Pack,Box of 200,GPS-SYR-PEN-NEEDLES-0302,0,shopify,0,deny,manual,34.90,TRUE,TRUE,,,,,,
luer-slip-syringes,Luer-slip syringes,"<p>The same barrel as a luer-lock without the thread, for when the needle pushes on rather than screws on. Cheaper per unit and quicker to change, but it will not hold against pressure, so anything you are pushing hard belongs on a lock.</p><h2>About luer-slip syringes</h2><p>The same barrel as a luer-lock without the thread, for when the needle pushes on rather than screws on. Cheaper per unit and quicker to change, but it will not hold against pressure, so anything you are pushing hard belongs on a lock.</p><p>The construction is three part, siliconised.</p><p>Supplied ethylene oxide.</p><h2>Choosing between the options</h2><p>There are 4 to choose from: 1mL, 3mL, 5mL and 10mL.</p><p>1mL: small doses.</p><p>3mL: the common one.</p><p>5mL: draw and transfer.</p><p>10mL: irrigation and fill.</p><h2>Pack sizes</h2><p>Available as box of 100, carton of 500 and carton of 1000. The larger packs work out cheaper per unit, and the price for every one of them is on this page rather than behind a login.</p><h2>Specifications</h2><table><tr><th>Tip</th><td>Luer slip</td></tr><tr><th>Construction</th><td>Three part, siliconised</td></tr><tr><th>Sterilisation</th><td>Ethylene oxide</td></tr><tr><th>Single use</th><td>Yes</td></tr></table>",Good Practice Supply,Syringes & needles,"syringes-needles,luer,syringe,launch-range",FALSE,Volume,1mL,Pack,Box of 100,GPS-SYR-LUER-SLIP-SYRINGES-0101,0,shopify,0,deny,manual,31.80,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_c87ec5d7-96f6-4729-b6ef-fc062184ab3f.png,1,Luer-slip syringes,"Luer-slip syringes, slip tip","Luer-slip syringes: Slip tip, three part, sterile. Available as box of 100, carton of 500 and carton of 1000. Priced on the page, no account needed.",draft
luer-slip-syringes,,,,,,,Volume,1mL,Pack,Carton of 500,GPS-SYR-LUER-SLIP-SYRINGES-0102,0,shopify,0,deny,manual,142.00,TRUE,TRUE,,,,,,
luer-slip-syringes,,,,,,,Volume,1mL,Pack,Carton of 1000,GPS-SYR-LUER-SLIP-SYRINGES-0103,0,shopify,0,deny,manual,269.00,TRUE,TRUE,,,,,,
luer-slip-syringes,,,,,,,Volume,3mL,Pack,Box of 100,GPS-SYR-LUER-SLIP-SYRINGES-0201,0,shopify,0,deny,manual,31.80,TRUE,TRUE,,,,,,
luer-slip-syringes,,,,,,,Volume,3mL,Pack,Carton of 500,GPS-SYR-LUER-SLIP-SYRINGES-0202,0,shopify,0,deny,manual,142.00,TRUE,TRUE,,,,,,
luer-slip-syringes,,,,,,,Volume,3mL,Pack,Carton of 1000,GPS-SYR-LUER-SLIP-SYRINGES-0203,0,shopify,0,deny,manual,269.00,TRUE,TRUE,,,,,,
luer-slip-syringes,,,,,,,Volume,5mL,Pack,Box of 100,GPS-SYR-LUER-SLIP-SYRINGES-0301,0,shopify,0,deny,manual,31.80,TRUE,TRUE,,,,,,
luer-slip-syringes,,,,,,,Volume,5mL,Pack,Carton of 500,GPS-SYR-LUER-SLIP-SYRINGES-0302,0,shopify,0,deny,manual,142.00,TRUE,TRUE,,,,,,
luer-slip-syringes,,,,,,,Volume,5mL,Pack,Carton of 1000,GPS-SYR-LUER-SLIP-SYRINGES-0303,0,shopify,0,deny,manual,269.00,TRUE,TRUE,,,,,,
luer-slip-syringes,,,,,,,Volume,10mL,Pack,Box of 100,GPS-SYR-LUER-SLIP-SYRINGES-0401,0,shopify,0,deny,manual,31.80,TRUE,TRUE,,,,,,
luer-slip-syringes,,,,,,,Volume,10mL,Pack,Carton of 500,GPS-SYR-LUER-SLIP-SYRINGES-0402,0,shopify,0,deny,manual,142.00,TRUE,TRUE,,,,,,
luer-slip-syringes,,,,,,,Volume,10mL,Pack,Carton of 1000,GPS-SYR-LUER-SLIP-SYRINGES-0403,0,shopify,0,deny,manual,269.00,TRUE,TRUE,,,,,,
nitrile-examination-gloves,Nitrile examination gloves,"<p>The default for a reason. No latex proteins, better puncture resistance than vinyl, and a textured fingertip that still works when wet.</p><h2>Nitrile rather than latex</h2><p>Nitrile is a synthetic rubber, so it carries none of the latex protein that causes latex allergy. That is the main reason it has become the default examination glove, in clinics and in the bathroom cupboard both.</p><p>It is also more resistant to punctures and to most chemicals than latex, and it tears visibly when it fails rather than stretching, which is useful: you can see that a glove has gone.</p><h2>Sizing and fit</h2><p>A glove that is too big snags and a glove that is too small tires your hand and splits at the web of the thumb. Most people are a size smaller in nitrile than they expect, because it has less give than latex.</p><p>Powder free throughout. Powdered gloves have largely gone from Australian practice because the powder carries protein and irritates.</p><h2>Specifications</h2><table><tr><th>Material</th><td>Nitrile</td></tr><tr><th>Powder</th><td>Free</td></tr></table>",Good Practice Supply,Gloves & PPE,"gloves-ppe,gloves,glove,launch-range",FALSE,Size,Small,Pack,Box of 100,GPS-GLO-NITRILE-EXAMINATION-GLOVES-0101,0,shopify,0,deny,manual,19.90,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_ce0a72ce-81b1-4e0f-9b65-5b02b25a2093.png,1,Nitrile examination gloves,"Nitrile examination gloves, powder free, box of 100","Powder-free blue nitrile examination gloves in S, M, L and XL. Box of 100, priced on the page, no account needed, dispatched from Sydney.",draft
nitrile-examination-gloves,,,,,,,Size,Small,Pack,Carton of 10 boxes,GPS-GLO-NITRILE-EXAMINATION-GLOVES-0102,0,shopify,0,deny,manual,179.00,TRUE,TRUE,,,,,,
nitrile-examination-gloves,,,,,,,Size,Medium,Pack,Box of 100,GPS-GLO-NITRILE-EXAMINATION-GLOVES-0201,0,shopify,0,deny,manual,19.90,TRUE,TRUE,,,,,,
nitrile-examination-gloves,,,,,,,Size,Medium,Pack,Carton of 10 boxes,GPS-GLO-NITRILE-EXAMINATION-GLOVES-0202,0,shopify,0,deny,manual,179.00,TRUE,TRUE,,,,,,
nitrile-examination-gloves,,,,,,,Size,Large,Pack,Box of 100,GPS-GLO-NITRILE-EXAMINATION-GLOVES-0301,0,shopify,0,deny,manual,19.90,TRUE,TRUE,,,,,,
nitrile-examination-gloves,,,,,,,Size,Large,Pack,Carton of 10 boxes,GPS-GLO-NITRILE-EXAMINATION-GLOVES-0302,0,shopify,0,deny,manual,179.00,TRUE,TRUE,,,,,,
nitrile-examination-gloves,,,,,,,Size,Extra large,Pack,Box of 100,GPS-GLO-NITRILE-EXAMINATION-GLOVES-0401,0,shopify,0,deny,manual,19.90,TRUE,TRUE,,,,,,
nitrile-examination-gloves,,,,,,,Size,Extra large,Pack,Carton of 10 boxes,GPS-GLO-NITRILE-EXAMINATION-GLOVES-0402,0,shopify,0,deny,manual,179.00,TRUE,TRUE,,,,,,
latex-examination-gloves,Latex examination gloves,"<p>More tactile than nitrile and still preferred for some fine work. Not for anyone with a latex sensitivity, and label the room accordingly.</p><h2>Why latex is still stocked</h2><p>Latex has better tactile sensitivity and more stretch than nitrile, and some people simply work better in it. It remains the preferred glove for a number of procedures for that reason.</p><p>The trade off is latex protein, which causes allergy in a small but real proportion of people, wearers and patients both. Any practice stocking latex should also stock nitrile, and should know which of its people cannot wear this.</p><h2>Powder free</h2><p>Powdered latex gloves have largely gone from Australian practice. The powder carries latex protein into the air, which turns a contact allergy into an airborne one.</p><h2>Specifications</h2><table><tr><th>Material</th><td>Natural rubber latex</td></tr><tr><th>Powder</th><td>Free</td></tr></table>",Good Practice Supply,Gloves & PPE,"gloves-ppe,gloves,glove,launch-range",FALSE,Size,Small,Pack,Box of 100,GPS-GLO-LATEX-EXAMINATION-GLOVES-0101,0,shopify,0,deny,manual,16.50,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_ce0a72ce-81b1-4e0f-9b65-5b02b25a2093.png,1,Latex examination gloves,"Latex examination gloves, powder free, box of 100","Powder-free natural rubber latex examination gloves in S, M, L and XL. Box of 100, priced on the page, no account needed.",draft
latex-examination-gloves,,,,,,,Size,Small,Pack,Carton of 10 boxes,GPS-GLO-LATEX-EXAMINATION-GLOVES-0102,0,shopify,0,deny,manual,148.00,TRUE,TRUE,,,,,,
latex-examination-gloves,,,,,,,Size,Medium,Pack,Box of 100,GPS-GLO-LATEX-EXAMINATION-GLOVES-0201,0,shopify,0,deny,manual,16.50,TRUE,TRUE,,,,,,
latex-examination-gloves,,,,,,,Size,Medium,Pack,Carton of 10 boxes,GPS-GLO-LATEX-EXAMINATION-GLOVES-0202,0,shopify,0,deny,manual,148.00,TRUE,TRUE,,,,,,
latex-examination-gloves,,,,,,,Size,Large,Pack,Box of 100,GPS-GLO-LATEX-EXAMINATION-GLOVES-0301,0,shopify,0,deny,manual,16.50,TRUE,TRUE,,,,,,
latex-examination-gloves,,,,,,,Size,Large,Pack,Carton of 10 boxes,GPS-GLO-LATEX-EXAMINATION-GLOVES-0302,0,shopify,0,deny,manual,148.00,TRUE,TRUE,,,,,,
surgical-masks-level-2,"Surgical masks, Level 2","<p>Level 2 to the Australian standard, which is the everyday clinical choice. Level 3 where splash is likely.</p><h2>What Level 2 means</h2><p>Mask levels describe fluid resistance and filtration, not fit. Level 1 is for short procedures with little fluid. Level 2, equivalent to Type IIR, adds a fluid resistant outer layer and is the general purpose clinical mask. Level 3 is for heavy fluid exposure.</p><p>Three ply: a filter layer between an outer that resists fluid and an inner that sits against the face. The nose wire is what makes the difference between a mask that works and a mask that fogs your glasses.</p><h2>A mask is not a respirator</h2><p>A surgical mask is a barrier against droplets and splash. It is not a fitted respirator and it does not seal to the face, so it does not do the job of a P2 or N95. The two are not substitutes for one another.</p><h2>Specifications</h2><table><tr><th>Standard</th><td>AS 4381</td></tr><tr><th>Layers</th><td>Three</td></tr></table>",Good Practice Supply,Gloves & PPE,"gloves-ppe,masks,prep,launch-range",FALSE,Barrier level,Level 1,Pack,Box of 50,GPS-GLO-SURGICAL-MASKS-LEVEL-2-0101,0,shopify,0,deny,manual,12.90,TRUE,TRUE,https://d8j0ntlcm91z4.cloudfront.net/user_302vtY04kC9nbtUjJJAhLoDVMFw/hf_20260912_014655_90258385-316a-41e3-ad9d-cb1d75f7eda4.png,1,"Surgical masks, Level 2","Surgical masks, Level 2, Type IIR, box of 50","Level 2 (Type IIR) three ply surgical masks with earloops and a fluid resistant outer. Box of 50, priced on the page, no account needed.",draft
